"city","customer_age","customer_name","customer_segment","discount","order_date","order_id","order_priority","order_quantity","product_base_margin","product_category","product_container","product_name","product_subcategory","profit","region","row_id","sales","ship_date","ship_mode","shipping_cost","state","unit_price","zip_code","order_year","order_quarter","order_month","order_month_name","shipping_days","profit_margin_pct","is_loss_making","discount_band"
"Anacortes","48.0","Aaron Bergman","Corporate","0.0","2013-07-27","36262","Not Specified","26","0.59","Technology","Small Box","V70","Telephones and Communication","1148.904","West","5088","4701.69","2013-07-27","Express Air","2.5","Washington","205.99","98221","2013","Q3","7","July","0","24.435979403150785","0","0%"
"Anacortes","48.0","Aaron Bergman","Corporate","0.03","2013-07-27","36262","Not Specified","23","0.37","Office Supplies","Small Box","Xerox 1968","Paper","-47.64","West","5086","164.02","2013-07-28","Express Air","6.15","Washington","6.68","98221","2013","Q3","7","July","1","-29.045238385562733","1","1-5%"
"Anacortes","48.0","Aaron Bergman","Corporate","0.01","2013-07-27","36262","Not Specified","23","0.56","Office Supplies","Small Pack","Acme® Preferred Stainless Steel Scissors","Scissors, Rulers and Trimmers","-30.51","West","5087","136.81","2013-07-28","Regular Air","3.6","Washington","5.68","98221","2013","Q3","7","July","1","-22.30100138878737","1","1-5%"
"Santa Clara","48.0","Bryan Spruell","Home Office","0.08","2013-07-27","47584","Critical","43","0.57","Office Supplies","Wrap Bag","Newell 307","Pens & Art Supplies","-8.95","West","6689","74.99","2013-07-28","Regular Air","0.83","California","1.82","95051","2013","Q3","7","July","1","-11.934924656620883","1","6-10%"
"Schenectady","48.0","Stewart Visinsky","Corporate","0.09","2013-07-27","16640","Low","6","0.69","Furniture","Jumbo Drum","Hon Comfortask® Task/Swivel Chairs","Chairs & Chairmats","-227.51","East","2307","652.33","2013-07-29","Delivery Truck","30.0","New York","113.98","12306","2013","Q3","7","July","2","-34.876519552986984","1","6-10%"
"Delaware","48.0","Denny Blanton","Home Office","0.08","2013-07-27","18241","Low","25","0.6","Furniture","Jumbo Box","Bretford CR8500 Series Meeting Room Furniture","Tables","-969.048366","East","2511","9944.49","2013-07-29","Delivery Truck","76.37","Ohio","400.98","43015","2013","Q3","7","July","2","-9.744575800267285","1","6-10%"
"Valley Stream","48.0","Anne Pryor","Home Office","0.08","2013-07-27","52480","Not Specified","47","0.44","Furniture","Small Pack","Executive Impressions 14"" Two-Color Numerals Wall Clock","Office Furnishings","173.94","East","7362","1020.88","2013-07-29","Regular Air","8.99","New York","22.72","11580","2013","Q3","7","July","2","17.038241517122483","0","6-10%"
"Santa Clara","48.0","Bryan Spruell","Home Office","0.03","2013-07-27","47584","Critical","4","0.36","Office Supplies","Small Box","Avery 508","Labels","1.3","West","6688","20.19","2013-07-29","Regular Air","0.5","California","4.91","95051","2013","Q3","7","July","2","6.438831104507181","0","1-5%"
"Delaware","48.0","Denny Blanton","Home Office","0.05","2013-07-27","18241","Low","3","0.48","Technology","Small Pack","IBM 80 Minute CD-R Spindle, 50/Pack","Computer Peripherals","-55.11","East","2510","64.5","2013-07-29","Regular Air","1.99","Ohio","20.89","43015","2013","Q3","7","July","2","-85.44186046511628","1","1-5%"
"Holbrook","48.0","Karen Ferguson","Corporate","0.03","2013-07-28","26341","Critical","8","0.63","Furniture","Jumbo Box","Bevis 36 x 72 Conference Tables","Tables","-281.2238","East","3683","1095.27","2013-07-30","Delivery Truck","51.94","New York","124.49","11741","2013","Q3","7","July","2","-25.676207693080244","1","1-5%"
"Charleston","48.0","Tiffany House","Corporate","0.03","2013-07-28","55234","Low","5","0.57","Office Supplies","Wrap Bag","Premium Writing Pencils, Soft, #2 by Central Association for the Blind","Pens & Art Supplies","-7.54","South","7705","17.06","2013-07-30","Regular Air","2.03","South Carolina","2.98","29418","2013","Q3","7","July","2","-44.19695193434936","1","1-5%"
"Albuquerque","48.0","Lauren Leatherbury","Corporate","0.1","2013-07-28","31809","High","1","0.35","Office Supplies","Small Box","Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box","Envelopes","-13.74","West","4461","15.0","2013-07-30","Regular Air","5.76","New Mexico","9.78","87105","2013","Q3","7","July","2","-91.60000000000001","1","6-10%"
"Charleston","48.0","Tiffany House","Corporate","0.09","2013-07-28","55234","Low","12","0.62","Technology","Small Box","Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad","Computer Peripherals","-82.67","South","7704","600.86","2013-08-01","Regular Air","5.5","South Carolina","53.98","29418","2013","Q3","7","July","4","-13.758612655194222","1","6-10%"
"Federal Way","48.0","Ruben Dartt","Corporate","0.03","2013-07-29","57216","High","46","0.78","Furniture","Jumbo Drum","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs","Chairs & Chairmats","-545.82","West","8006","12719.7","2013-07-29","Delivery Truck","57.0","Washington","280.98","98023","2013","Q3","7","July","0","-4.291138941956178","1","1-5%"
"Boulder","48.0","Eugene Moren","Home Office","0.02","2013-07-29","19843","Medium","33","0.58","Technology","Small Box","LX 788","Telephones and Communication","1020.411","West","2751","4416.651","2013-07-29","Regular Air","8.99","Colorado","155.99","80303","2013","Q3","7","July","0","23.10372723586265","0","1-5%"
"Glenview","48.0","Mike Pelletier","Corporate","0.03","2013-07-29","25634","Not Specified","26","0.35","Office Supplies","Small Box","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","Envelopes","185.32","Central","3592","626.07","2013-07-30","Express Air","6.71","Illinois","23.99","60025","2013","Q3","7","July","1","29.600523903077924","0","1-5%"
"Twin Falls","48.0","Tim Brockman","Consumer","0.02","2013-07-29","48321","High","31","0.55","Office Supplies","Small Box","Hot File® 7-Pocket, Floor Stand","Storage & Organization","1856.12","West","6784","5875.66","2013-07-30","Regular Air","19.99","Idaho","178.47","83301","2013","Q3","7","July","1","31.589983082751555","0","1-5%"
"Fridley","48.0","Neil Ducich","Home Office","0.03","2013-07-29","51041","High","47","0.55","Technology","Small Box","252","Telephones and Communication","846.945","Central","7152","2766.818","2013-07-30","Regular Air","5.92","Minnesota","65.99","55432","2013","Q3","7","July","1","30.610795505884376","0","1-5%"
"San Marcos","48.0","Candace McMahon","Corporate","0.07","2013-07-29","22054","Medium","32","0.37","Furniture","Small Pack","G.E. Halogen Desk Lamp Bulbs","Office Furnishings","57.55","Central","3075","216.79","2013-07-31","Regular Air","2.83","Texas","6.98","78666","2013","Q3","7","July","2","26.54642741823885","0","6-10%"
"Issaquah","48.0","Ruben Dartt","Corporate","0.03","2013-07-29","57216","High","48","0.41","Office Supplies","Wrap Bag","Sanford Uni-Blazer™ View Highlighters, Chisel Tip, Yellow","Pens & Art Supplies","4.48","West","8007","109.78","2013-07-31","Regular Air","1.2","Washington","2.2","98027","2013","Q3","7","July","2","4.08088905082893","0","1-5%"
"Glenview","48.0","Mike Pelletier","Corporate","0.03","2013-07-29","25634","Not Specified","29","0.6","Technology","Small Box","Fellowes Basic 104-Key Keyboard, Platinum","Computer Peripherals","28.99","Central","3591","593.32","2013-08-01","Regular Air","4.0","Illinois","20.95","60025","2013","Q3","7","July","3","4.886064855390008","0","1-5%"
"Danville","48.0","Eugene Moren","Home Office","0.06","2013-07-30","20832","Not Specified","47","0.37","Office Supplies","Small Box","Staples® General Use 3-Ring Binders","Binders and Binder Accessories","-20.447","South","2888","88.7","2013-07-30","Regular Air","1.49","Kentucky","1.88","40422","2013","Q3","7","July","0","-23.051860202931227","1","6-10%"
"Erie","48.0","Hallie Redmond","Small Business","0.08","2013-07-30","56128","Medium","41","0.57","Office Supplies","Small Pack","Boston KS Multi-Size Manual Pencil Sharpener","Pens & Art Supplies","-49.66","East","7848","902.19","2013-07-30","Regular Air","8.99","Pennsylvania","22.99","16509","2013","Q3","7","July","0","-5.504383777253128","1","6-10%"
"Harrisburg","48.0","Hallie Redmond","Small Business","0.1","2013-07-30","56128","Medium","19","0.67","Furniture","Jumbo Box","Hon 61000 Series Interactive Training Tables","Tables","33.98895","East","7849","657.232","2013-07-31","Delivery Truck","46.59","Pennsylvania","44.43","17112","2013","Q3","7","July","1","5.171529992453198","0","6-10%"
"McKeesport","48.0","Jessica Myrick","Small Business","0.08","2013-07-30","39650","Not Specified","47","0.42","Furniture","Wrap Bag","Master Caster Door Stop, Large Neon Orange","Office Furnishings","-175.15","East","5592","329.06","2013-07-31","Regular Air","7.98","Pennsylvania","7.28","15131","2013","Q3","7","July","1","-53.22737494681821","1","6-10%"
"Killeen","48.0","Nat Carroll","Home Office","0.08","2013-07-30","24196","High","2","0.4","Office Supplies","Small Box","Xerox 1971","Paper","-8.88","Central","3395","13.44","2013-07-31","Regular Air","5.17","Texas","4.28","76541","2013","Q3","7","July","1","-66.07142857142858","1","6-10%"
"Killeen","48.0","Nat Carroll","Home Office","0.05","2013-07-30","24196","High","24","0.55","Office Supplies","Small Box","Trav-L-File Heavy-Duty Shuttle II, Black","Storage & Organization","-5.41","Central","3396","1049.49","2013-08-01","Regular Air","16.36","Texas","43.57","76541","2013","Q3","7","July","2","-0.5154884753546961","1","1-5%"
"Danville","48.0","Eugene Moren","Home Office","0.08","2013-07-30","20832","Not Specified","39","0.54","Office Supplies","Wrap Bag","SANFORD Liquid Accent™ Tank-Style Highlighters","Pens & Art Supplies","4.13","South","2889","105.89","2013-08-01","Regular Air","0.93","Kentucky","2.84","40422","2013","Q3","7","July","2","3.900273869109453","0","6-10%"
"McKeesport","48.0","Jessica Myrick","Small Business","0.0","2013-07-30","39650","Not Specified","10","0.66","Furniture","Jumbo Drum","Global Leather Task Chair, Black","Chairs & Chairmats","-189.02","East","5591","1004.89","2013-08-02","Delivery Truck","42.0","Pennsylvania","89.99","15131","2013","Q3","7","July","3","-18.8100190070555","1","0%"
"Belvidere","48.0","Beth Thompson","Corporate","0.1","2013-07-31","22151","High","49","0.55","Furniture","Small Box","Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak","Office Furnishings","-79.72","Central","3089","465.83","2013-07-31","Regular Air","6.22","Illinois","9.65","61008","2013","Q3","7","July","0","-17.11353927398407","1","6-10%"
"Pensacola","48.0","Rachel Payne","Consumer","0.03","2013-07-31","34407","Low","41","0.4","Office Supplies","Small Box","Jet-Pak Recycled Peel 'N' Seal Padded Mailers","Envelopes","220.99","South","4838","1484.89","2013-07-31","Regular Air","14.72","Florida","35.89","32503","2013","Q3","7","July","0","14.882583895103341","0","1-5%"
"Drexel Hill","48.0","Beth Thompson","Corporate","0.04","2013-07-31","22151","High","20","0.39","Office Supplies","Small Box","GBC Standard Therm-A-Bind Covers","Binders and Binder Accessories","9.8175","East","3090","515.37","2013-08-01","Regular Air","12.98","Pennsylvania","24.92","19026","2013","Q3","7","July","1","1.9049420804470574","0","1-5%"
"Dover","48.0","Sara Luxemburg","Small Business","0.01","2013-07-31","43200","Not Specified","3","0.39","Office Supplies","Small Box","Ibico EB-19 Dual Function Manual Binding System","Binders and Binder Accessories","-62.1345","East","6095","554.32","2013-08-01","Regular Air","19.99","New Jersey","172.99","7801","2013","Q3","7","July","1","-11.209139125414923","1","1-5%"
"Millville","48.0","Sara Luxemburg","Small Business","0.04","2013-07-31","43200","Not Specified","15","0.85","Technology","Wrap Bag","Accessory4","Telephones and Communication","-305.965","East","6096","1073.567","2013-08-01","Regular Air","0.99","New Jersey","85.99","8332","2013","Q3","7","July","1","-28.499851429859525","1","1-5%"
"Evans","48.0","Sam Craven","Home Office","0.06","2013-07-31","13127","Medium","13","0.41","Office Supplies","Jumbo Drum","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","Appliances","-333.07","South","1834","951.31","2013-08-03","Delivery Truck","60.0","Georgia","68.81","30809","2013","Q3","7","July","3","-35.011720679904556","1","6-10%"
"Strongsville","48.0","Steve Nguyen","Consumer","0.03","2013-08-01","28321","Medium","28","0.37","Office Supplies","Small Box","Avery 511","Labels","24.71","East","3968","90.5","2013-08-01","Regular Air","0.99","Ohio","3.08","44136","2013","Q3","8","August","0","27.303867403314918","0","1-5%"
"Calexico","48.0","Victoria Pisteka","Corporate","0.01","2013-08-02","34980","Not Specified","7","0.39","Furniture","Small Pack","3M Polarizing Light Filter Sleeves","Office Furnishings","100.77","West","4914","140.77","2013-08-04","Regular Air","3.77","California","18.65","92231","2013","Q3","8","August","2","71.58485472756979","0","1-5%"
"Calexico","48.0","Victoria Pisteka","Corporate","0.06","2013-08-02","34980","Not Specified","25","0.6","Office Supplies","Small Box","Home/Office Personal File Carts","Storage & Organization","120.02","West","4915","848.19","2013-08-04","Express Air","5.49","California","34.76","92231","2013","Q3","8","August","2","14.150131456395382","0","6-10%"
"Camarillo","48.0","Victoria Pisteka","Corporate","0.01","2013-08-02","34980","Not Specified","12","0.46","Office Supplies","Medium Box","Bionaire Personal Warm Mist Humidifier/Vaporizer","Appliances","148.34","West","4916","562.15","2013-08-04","Regular Air","5.1","California","46.89","93010","2013","Q3","8","August","2","26.38797473983812","0","1-5%"
"Asheville","48.0","Denise Monton","Home Office","0.08","2013-08-02","47270","Critical","9","0.36","Office Supplies","Small Box","Xerox 1930","Paper","-34.25","South","6647","61.0","2013-08-04","Regular Air","6.81","North Carolina","6.48","28806","2013","Q3","8","August","2","-56.14754098360656","1","6-10%"
"Asheville","48.0","Denise Monton","Home Office","0.0","2013-08-02","47270","Critical","19","0.58","Technology","Small Box","6185","Telephones and Communication","747.738","South","6648","3559.613","2013-08-04","Regular Air","3.0","North Carolina","205.99","28806","2013","Q3","8","August","2","21.006159939296776","0","0%"
"Asheville","48.0","Denise Monton","Home Office","0.03","2013-08-02","47270","Critical","40","0.38","Office Supplies","Wrap Bag","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Paper","47.61","South","6646","382.65","2013-08-05","Express Air","4.39","North Carolina","9.27","28806","2013","Q3","8","August","3","12.4421795374363","0","1-5%"
"Rapid City","48.0","Philip Brown","Home Office","0.03","2013-08-03","29762","Critical","33","0.57","Furniture","Jumbo Drum","Bevis Steel Folding Chairs","Chairs & Chairmats","-1181.71","Central","4188","3268.56","2013-08-04","Delivery Truck","74.35","South Dakota","95.95","57701","2013","Q3","8","August","1","-36.15384144699807","1","1-5%"
"Bakersfield","48.0","Pete Kriz","Corporate","0.01","2013-08-03","27744","Critical","22","0.36","Office Supplies","Small Box","Avery® Durable Plastic 1"" Binders","Binders and Binder Accessories","-76.6015","West","3882","106.69","2013-08-04","Regular Air","5.83","California","4.54","93309","2013","Q3","8","August","1","-71.79820039366389","1","1-5%"
"Florence","48.0","Karen Seio","Consumer","0.06","2013-08-03","53605","Medium","48","0.66","Furniture","Jumbo Box","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","Bookcases","886.35","South","7511","8367.68","2013-08-05","Delivery Truck","35.89","Alabama","170.98","35630","2013","Q3","8","August","2","10.592541779800374","0","6-10%"
"Florence","48.0","Karen Seio","Consumer","0.07","2013-08-03","53605","Medium","1","0.73","Furniture","Wrap Bag","Eldon Econocleat® Chair Mats for Low Pile Carpets","Office Furnishings","-73.1","South","7512","74.31","2013-08-05","Regular Air","34.2","Alabama","41.47","35630","2013","Q3","8","August","2","-98.37168617951822","1","6-10%"
"Florence","48.0","Karen Seio","Consumer","0.06","2013-08-03","53605","Medium","19","0.5","Office Supplies","Medium Box","3M Office Air Cleaner","Appliances","105.69","South","7510","506.49","2013-08-05","Regular Air","5.37","Alabama","25.98","35630","2013","Q3","8","August","2","20.867144464846294","0","6-10%"
"Willoughby","48.0","Jas O'Carroll","Corporate","0.01","2013-08-03","37572","High","22","0.38","Office Supplies","Small Box","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","Binders and Binder Accessories","2.4225","East","5280","123.95","2013-08-05","Regular Air","2.99","Ohio","5.34","44094","2013","Q3","8","August","2","1.9544171036708347","0","1-5%"
"La Porte","48.0","Philip Brown","Home Office","0.03","2013-08-03","29762","Critical","15","0.37","Office Supplies","Wrap Bag","Binder Clips by OIC","Rubber Bands","0.78","Central","4187","22.45","2013-08-05","Regular Air","0.7","Indiana","1.48","46350","2013","Q3","8","August","2","3.4743875278396437","0","1-5%"
"Fitchburg","48.0","Michael Dominguez","Home Office","0.09","2013-08-03","26244","High","16","0.61","Technology","Small Pack","Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack","Computer Peripherals","-42.61","Central","3665","131.72","2013-08-05","Regular Air","3.62","Wisconsin","8.46","53713","2013","Q3","8","August","2","-32.34892195566353","1","6-10%"
"East Brunswick","48.0","Harold Dahlen","Corporate","0.09","2013-08-03","33154","Critical","7","0.59","Technology","Small Box","5170","Telephones and Communication","-218.812","East","4655","368.0245","2013-08-06","Regular Air","4.2","New Jersey","65.99","8816","2013","Q3","8","August","3","-59.45582427256881","1","6-10%"
"Tallahassee","48.0","Tom Zandusky","Home Office","0.02","2013-08-04","12483","Critical","14","0.35","Office Supplies","Small Box","GBC VeloBinder Electric Binding Machine","Binders and Binder Accessories","607.495","South","1742","1676.44","2013-08-04","Regular Air","9.07","Florida","120.98","32303","2013","Q3","8","August","0","36.237205029705805","0","1-5%"
"Oak Park","48.0","Anthony Johnson","Small Business","0.0","2013-08-04","24097","High","1","0.49","Technology","Small Pack","TDK 4.7GB DVD+RW","Computer Peripherals","-35.34","Central","3371","17.19","2013-08-04","Regular Air","1.99","Illinois","14.48","60302","2013","Q3","8","August","0","-205.5846422338569","1","0%"
"Middletown","48.0","Nicole Brennan","Consumer","0.08","2013-08-04","56166","Critical","1","0.61","Furniture","Jumbo Drum","Office Star Flex Back Scooter Chair with Aluminum Finish Frame","Chairs & Chairmats","-62.19","East","7858","142.24","2013-08-05","Delivery Truck","42.0","Connecticut","100.89","6457","2013","Q3","8","August","1","-43.721878515185594","1","6-10%"
"Davie","48.0","Jack Garza","Corporate","0.09","2013-08-04","3108","Critical","36","0.4","Office Supplies","Wrap Bag","Crayola Anti Dust Chalk, 12/Pack","Pens & Art Supplies","-0.46","South","457","65.39","2013-08-05","Regular Air","1.0","Florida","1.82","33314","2013","Q3","8","August","1","-0.7034714788193914","1","6-10%"
"New Bern","48.0","Maxwell Schwartz","Corporate","0.01","2013-08-04","19748","Not Specified","6","0.37","Office Supplies","Small Box","Xerox 1887","Paper","13.34","South","2738","124.65","2013-08-05","Regular Air","5.21","North Carolina","18.97","28560","2013","Q3","8","August","1","10.701965503409546","0","1-5%"
"Tallahassee","48.0","Tom Zandusky","Home Office","0.09","2013-08-04","12483","Critical","30","0.57","Office Supplies","Small Box","Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","Storage & Organization","338.95","South","1744","1771.67","2013-08-05","Regular Air","9.71","Florida","59.76","32303","2013","Q3","8","August","1","19.131666732517903","0","6-10%"
"Tallahassee","48.0","Tom Zandusky","Home Office","0.1","2013-08-04","12483","Critical","14","0.78","Furniture","Jumbo Box","Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","Bookcases","-701.91","South","1743","1406.07","2013-08-06","Delivery Truck","57.38","Florida","100.98","32303","2013","Q3","8","August","2","-49.91998975868911","1","6-10%"
"Terre Haute","48.0","Joy Smith","Consumer","0.08","2013-08-04","15618","Medium","44","0.37","Office Supplies","Small Box","Xerox 1939","Paper","26.27","Central","2165","792.8","2013-08-06","Regular Air","9.54","Indiana","18.97","47802","2013","Q3","8","August","2","3.313572149344097","0","6-10%"
"Amesbury","48.0","Nicole Brennan","Consumer","0.08","2013-08-04","56166","Critical","45","0.52","Office Supplies","Medium Box","Holmes Odor Grabber","Appliances","-54.34","East","7857","615.68","2013-08-06","Regular Air","6.75","MA","14.42","1913","2013","Q3","8","August","2","-8.826013513513514","1","6-10%"
"Oak Park","48.0","Anthony Johnson","Small Business","0.01","2013-08-04","24097","High","2","0.38","Office Supplies","Small Box","Xerox 190","Paper","-8.15","Central","3373","15.31","2013-08-06","Regular Air","4.86","Illinois","4.98","60302","2013","Q3","8","August","2","-53.23318092749837","1","1-5%"
"Terre Haute","48.0","Joy Smith","Consumer","0.06","2013-08-04","15618","Medium","14","0.59","Technology","Small Box","StarTAC 7760","Telephones and Communication","-11.396","Central","2166","782.4505","2013-08-06","Regular Air","3.99","Indiana","65.99","47802","2013","Q3","8","August","2","-1.4564499607323402","1","6-10%"
"Pleasure Ridge Park","48.0","Michelle Moray","Corporate","0.0","2013-08-04","19136","Not Specified","44","0.57","Technology","Small Pack","Accessory13","Telephones and Communication","429.885","South","2642","1372.9455","2013-08-06","Regular Air","1.25","Kentucky","35.99","40258","2013","Q3","8","August","2","31.311148184687593","0","0%"
"Oak Park","48.0","Anthony Johnson","Small Business","0.04","2013-08-04","24097","High","27","0.5","Technology","Small Box","U.S. Robotics 56K Internet Call Modem","Computer Peripherals","399.93","Central","3372","2689.48","2013-08-06","Regular Air","19.99","Illinois","99.99","60302","2013","Q3","8","August","2","14.870160774573524","0","1-5%"
"Terre Haute","48.0","Joy Smith","Consumer","0.06","2013-08-04","15618","Medium","9","0.4","Office Supplies","Small Box","Xerox 1928","Paper","-34.98","Central","2164","50.93","2013-08-07","Regular Air","6.26","Indiana","5.28","47802","2013","Q3","8","August","3","-68.68250539956803","1","6-10%"
"Friendswood","48.0","Gary Hansen","Consumer","0.06","2013-08-04","31495","Low","20","0.39","Office Supplies","Small Box","Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl","Binders and Binder Accessories","39.4995","Central","4415","191.43","2013-08-08","Express Air","2.99","Texas","8.69","77546","2013","Q3","8","August","4","20.63391317975239","0","6-10%"
"Pittsburg","48.0","Dennis Bolton","Consumer","0.06","2013-08-04","52326","Low","41","0.36","Office Supplies","Small Box","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Binders and Binder Accessories","-154.813","Central","7348","152.28","2013-08-08","Regular Air","5.44","Kansas","3.81","66762","2013","Q3","8","August","4","-101.66338324139741","1","6-10%"
"Friendswood","48.0","Gary Hansen","Consumer","0.03","2013-08-04","31495","Low","34","0.57","Office Supplies","Small Box","Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","Storage & Organization","212.2","Central","4416","1234.85","2013-08-11","Regular Air","8.22","Texas","34.76","77546","2013","Q3","8","August","7","17.18427339352958","0","1-5%"
"Grand Prairie","48.0","Kelly Lampkin","Corporate","0.01","2013-08-05","17956","Critical","17","0.78","Office Supplies","Small Box","Fellowes Recycled Storage Drawers","Storage & Organization","73.45","Central","2470","1914.65","2013-08-06","Regular Air","8.64","Texas","111.03","75051","2013","Q3","8","August","1","3.8362102734181183","0","1-5%"
"Muskego","48.0","Patricia Hirasaki","Home Office","0.01","2013-08-05","42369","Critical","44","0.46","Technology","Small Pack","Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack","Computer Peripherals","274.98","Central","5974","786.26","2013-08-06","Regular Air","1.99","Wisconsin","17.48","53150","2013","Q3","8","August","1","34.97316409330247","0","1-5%"
"Grand Prairie","48.0","Kelly Lampkin","Corporate","0.01","2013-08-05","17956","Critical","40","0.38","Office Supplies","Wrap Bag","Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate","Paper","711.74","Central","2469","1567.51","2013-08-08","Express Air","5.08","Texas","37.94","75051","2013","Q3","8","August","3","45.40577093607058","0","1-5%"
"Saint Charles","48.0","Christina Vanderzanden","Small Business","0.03","2013-08-05","58789","Low","26","0.38","Office Supplies","Small Box","Angle-D Binders with Locking Rings, Label Holders","Binders and Binder Accessories","-105.7195","Central","8226","195.51","2013-08-09","Regular Air","7.72","MO","7.3","63301","2013","Q3","8","August","4","-54.073704669837866","1","1-5%"
"Saint Charles","48.0","Christina Vanderzanden","Small Business","0.02","2013-08-05","58789","Low","38","0.48","Furniture","Medium Box","DAX Solid Wood Frames","Office Furnishings","-10.29","Central","8227","377.13","2013-08-10","Regular Air","6.02","MO","9.77","63301","2013","Q3","8","August","5","-2.72850210802641","1","1-5%"
"Jeffersonville","48.0","Greg Guthrie","Small Business","0.08","2013-08-06","18210","Not Specified","27","0.57","Office Supplies","Small Box","Hoover WindTunnel™ Plus Canister Vacuum","Appliances","2437.17","Central","2506","9293.82","2013-08-07","Regular Air","19.99","Indiana","363.25","47130","2013","Q3","8","August","1","26.223555007521128","0","6-10%"
"Kokomo","48.0","Greg Guthrie","Small Business","0.0","2013-08-06","18210","Not Specified","27","0.56","Office Supplies","Wrap Bag","Newell 335","Pens & Art Supplies","12.58","Central","2507","80.79","2013-08-07","Regular Air","0.7","Indiana","2.88","46901","2013","Q3","8","August","1","15.571234063621734","0","0%"
"Colorado Springs","48.0","Fred Harton","Home Office","0.03","2013-08-06","18598","Critical","46","0.59","Furniture","Large Box","Luxo Professional Combination Clamp-On Lamps","Office Furnishings","855.14","West","2582","4814.12","2013-08-08","Regular Air","21.26","Colorado","102.3","80906","2013","Q3","8","August","2","17.763163361112728","0","1-5%"
"Colorado Springs","48.0","Fred Harton","Home Office","0.1","2013-08-06","18598","Critical","24","0.38","Office Supplies","Small Box","GBC White Gloss Covers, Plain Front","Binders and Binder Accessories","28.5515","West","2581","349.65","2013-08-09","Express Air","6.46","Colorado","14.48","80906","2013","Q3","8","August","3","8.165737165737166","0","6-10%"
"Lafayette","48.0","Nicole Fjeld","Small Business","0.07","2013-08-06","8416","Low","2","0.4","Office Supplies","Small Box","Xerox 1895","Paper","-15.45","South","1155","22.07","2013-08-10","Regular Air","10.39","Louisiana","5.98","70506","2013","Q3","8","August","4","-70.0045310376076","1","6-10%"
"Bellevue","48.0","Raymond Book","Consumer","0.08","2013-08-07","9985","Low","12","0.37","Office Supplies","Small Box","Xerox 1977","Paper","-23.52","West","1379","81.9","2013-08-07","Regular Air","5.2","Washington","6.68","98006","2013","Q3","8","August","0","-28.717948717948715","1","6-10%"
"Carpentersville","48.0","Eugene Barchas","Home Office","0.04","2013-08-07","12485","Critical","24","0.59","Furniture","Jumbo Drum","Hon GuestStacker Chair","Chairs & Chairmats","1068.48","Central","1745","5407.31","2013-08-08","Delivery Truck","28.16","Illinois","226.67","60110","2013","Q3","8","August","1","19.759917593036093","0","1-5%"
"Hialeah","48.0","Sanjit Engle","Home Office","0.02","2013-08-07","10081","Not Specified","49","0.53","Furniture","Small Box","Seth Thomas 8 1/2"" Cubicle Clock","Office Furnishings","245.0","South","1391","1058.43","2013-08-08","Regular Air","6.68","Florida","20.28","33012","2013","Q3","8","August","1","23.147492040097124","0","1-5%"
"Greenville","48.0","Jack O'Briant","Home Office","0.05","2013-08-07","49638","Medium","17","0.64","Technology","Small Box","Micro Innovations 104 Keyboard","Computer Peripherals","-77.66","South","6950","196.07","2013-08-08","Regular Air","6.5","Mississippi","10.97","38701","2013","Q3","8","August","1","-39.60830315703575","1","1-5%"
"Bethpage","48.0","Justin Hirsh","Consumer","0.06","2013-08-07","193","Critical","14","0.57","Office Supplies","Medium Box","Eldon Simplefile® Box Office®","Storage & Organization","-37.04","East","27","174.89","2013-08-09","Regular Air","6.27","New York","12.44","11714","2013","Q3","8","August","2","-21.17902681685631","1","6-10%"
"Hacienda Heights","48.0","Cyra Reiten","Consumer","0.0","2013-08-08","57669","Critical","41","0.57","Office Supplies","Small Box","Belkin 8 Outlet Surge Protector","Appliances","544.93","West","8085","1803.12","2013-08-09","Regular Air","5.33","California","40.98","91745","2013","Q3","8","August","1","30.221504946980787","0","0%"
"Rock Springs","49.0","Mick Brown","Consumer","0.05","2013-08-09","55558","Medium","8","0.65","Furniture","Jumbo Box","Bush Mission Pointe Library","Bookcases","-323.18","West","7765","1294.04","2013-08-09","Delivery Truck","66.27","Wyoming","150.98","82901","2013","Q3","8","August","0","-24.974498469908195","1","1-5%"
